"Nro Empenho"|"Nro Processo"|"Fornecedor"|"Data Empenho"|"Descrição Empenho"|"Função"|"Sub Função"|"Fonte Recurso"|"Aplicação"|"Natureza"|"Unidade Orçamentária"|"Programa"|"Ação"|"Modalidade de Licitação"|"Empenho Original"|"Estorno Empenho"|"Saldo Empenho"|"Valor Processado"|"Valor Pago"
"01822-01"|"O16360/2023"|"Luana Mayara Camargo Freitas <br>(361.291.858-39)"|"02/01/2025"|"PA 16360/23  MAIS MEDICOS"|"Saude"|"Administracao Geral"|"Tesouro"|"Atencao Basica"|"3.3.90.93.00-Indenizacoes e Restituicoes"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2019-Manutencao e Modernizacao dos Servicos Administrat Ivos"|"Outros"|37663.20|0.00|37663.20|10165.84|10165.84
"01822-01"|"O16360/2023"|"Luana Mayara Camargo Freitas <br>(361.291.858-39)"|"11/07/2025"|"PA 16360/23  MAIS MEDICOS"|"Saude"|"Administracao Geral"|"Tesouro"|"Atencao Basica"|"3.3.90.93.00-Indenizacoes e Restituicoes"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2019-Manutencao e Modernizacao dos Servicos Administrat Ivos"|"Outros"|0.00|-27497.36|-27497.36|0.00|0.00
"01823-01"|"O00000/2024"|"Prefeitura Municipal de Sorocaba <br>(46.634.044/0001-74)"|"02/01/2024"|"EMPENHO DE FOLHA DE PAGTO - 01/2024"|"Saude"|"Atencao Basica"|"Tesouro"|"Atencao Basica"|"3.1.90.94.00-Indenizacoes e Restituicoes Trabalhistas"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2019-Manutencao e Modernizacao dos Servicos Administrat Ivos"|"Outros"|146681.22|0.00|146681.22|146681.22|146681.22
"01823-01"|"O16359/2023"|"Yamilis Virgen Sanchez Magana <br>(067.469.281-01)"|"02/01/2025"|"PA 16359/23  MAIS MEDICOS"|"Saude"|"Administracao Geral"|"Tesouro"|"Atencao Basica"|"3.3.90.93.00-Indenizacoes e Restituicoes"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2019-Manutencao e Modernizacao dos Servicos Administrat Ivos"|"Outros"|7633.20|0.00|7633.20|2216.22|2216.22
"01823-01"|"O16359/2023"|"Yamilis Virgen Sanchez Magana <br>(067.469.281-01)"|"15/09/2025"|"PA 16359/23  MAIS MEDICOS"|"Saude"|"Administracao Geral"|"Tesouro"|"Atencao Basica"|"3.3.90.93.00-Indenizacoes e Restituicoes"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2019-Manutencao e Modernizacao dos Servicos Administrat Ivos"|"Outros"|0.00|-5416.98|-5416.98|0.00|0.00
"01824-01"|"O00000/2024"|"Prefeitura Municipal de Sorocaba <br>(46.634.044/0001-74)"|"02/01/2024"|"EMPENHO DE FOLHA DE PAGTO - 01/2024"|"Saude"|"Atencao Basica"|"Tesouro"|"Atencao Basica"|"3.1.90.11.00-Vencimentos e Vantagens Fixas - Pessoal CIVIL"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2019-Manutencao e Modernizacao dos Servicos Administrat Ivos"|"Outros"|160147.12|0.00|160147.12|160147.12|160147.12
"01824-01"|"O11611/2023"|"Janeffer Silva de Souza <br>(945.097.351-20)"|"02/01/2025"|"PA 11611/23  MAIS MEDICOS"|"Saude"|"Administracao Geral"|"Tesouro"|"Atencao Basica"|"3.3.90.93.00-Indenizacoes e Restituicoes"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2019-Manutencao e Modernizacao dos Servicos Administrat Ivos"|"Outros"|37663.20|0.00|37663.20|37663.20|37663.20
"01825-01"|"O10250/2023"|"Kaline Karla Garcia de Araujo <br>(054.588.314-89)"|"02/01/2025"|"PA 10250/23  MAIS MEDICOS"|"Saude"|"Administracao Geral"|"Tesouro"|"Atencao Basica"|"3.3.90.93.00-Indenizacoes e Restituicoes"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2019-Manutencao e Modernizacao dos Servicos Administrat Ivos"|"Outros"|37663.20|0.00|37663.20|15358.52|15358.52
"01825-01"|"O10250/2023"|"Kaline Karla Garcia de Araujo <br>(054.588.314-89)"|"11/07/2025"|"PA 10250/23  MAIS MEDICOS"|"Saude"|"Administracao Geral"|"Tesouro"|"Atencao Basica"|"3.3.90.93.00-Indenizacoes e Restituicoes"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2019-Manutencao e Modernizacao dos Servicos Administrat Ivos"|"Outros"|0.00|-22304.68|-22304.68|0.00|0.00
"01826-01"|"O03476/2023"|"Jheny Caroliny Cesar Farias <br>(025.377.651-17)"|"02/01/2025"|"PA 3476/23  MAIS MEDICOS"|"Saude"|"Administracao Geral"|"Tesouro"|"Atencao Basica"|"3.3.90.93.00-Indenizacoes e Restituicoes"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2019-Manutencao e Modernizacao dos Servicos Administrat Ivos"|"Outros"|37663.20|0.00|37663.20|34524.60|34524.60
"01826-01"|"O03476/2023"|"Jheny Caroliny Cesar Farias <br>(025.377.651-17)"|"16/12/2025"|"PA 3476/23  MAIS MEDICOS"|"Saude"|"Administracao Geral"|"Tesouro"|"Atencao Basica"|"3.3.90.93.00-Indenizacoes e Restituicoes"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2019-Manutencao e Modernizacao dos Servicos Administrat Ivos"|"Outros"|0.00|-3138.60|-3138.60|0.00|0.00
"01827-01"|"O02857/2023"|"Maria Caridade Pestana Morales <br>(066.026.111-19)"|"02/01/2025"|"PA 2857/23  MAIS MEDICOS"|"Saude"|"Administracao Geral"|"Tesouro"|"Atencao Basica"|"3.3.90.93.00-Indenizacoes e Restituicoes"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2019-Manutencao e Modernizacao dos Servicos Administrat Ivos"|"Outros"|37663.20|0.00|37663.20|34524.60|34524.60
"01827-01"|"O02857/2023"|"Maria Caridade Pestana Morales <br>(066.026.111-19)"|"16/12/2025"|"PA 2857/23  MAIS MEDICOS"|"Saude"|"Administracao Geral"|"Tesouro"|"Atencao Basica"|"3.3.90.93.00-Indenizacoes e Restituicoes"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2019-Manutencao e Modernizacao dos Servicos Administrat Ivos"|"Outros"|0.00|-3138.60|-3138.60|0.00|0.00
"01834-01"|"E00535/2022"|"Injex Industrias Cirurgicas Ltda. <br>(59.309.302/0001-99)"|"02/01/2024"|"REEMP. NE 6874/23 - INSUM.ENFERMAGEM"|"Saude"|"Atencao Basica"|"Transferencias e Convenios Federais - Vinculados"|"Em.parl.rel.prop.36000470483/2022 Port.1688/22"|"3.3.90.30.00-Material de Consumo"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2109-Atencao Primaria em Saude"|"Pregao Eletronico"|13500.00|0.00|13500.00|13500.00|13500.00
"01836-01"|"E00605/2021"|"Jean C.v.ferreira & Cia Ltda <br>(08.533.577/0001-70)"|"02/01/2024"|"REEMP. NE 17654/23 - AQ.FREEZER VERTICAL"|"Saude"|"Atencao Basica"|"Transferencias e Convenios Estaduais - Vinculados"|"Emenda Estadual 2022.005.38170-AQ Equip Ubs V Regi"|"4.4.90.52.00-Equipamentos e Material Permanente"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2109-Atencao Primaria em Saude"|"Pregao Eletronico"|4000.00|0.00|4000.00|0.00|0.00
"01836-01"|"E00605/2021"|"Jean C.v.ferreira & Cia Ltda <br>(08.533.577/0001-70)"|"26/12/2024"|"REEMP. NE 17654/23 - AQ.FREEZER VERTICAL"|"Saude"|"Atencao Basica"|"Transferencias e Convenios Estaduais - Vinculados"|"Emenda Estadual 2022.005.38170-AQ Equip Ubs V Regi"|"4.4.90.52.00-Equipamentos e Material Permanente"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2109-Atencao Primaria em Saude"|"Pregao Eletronico"|0.00|-4000.00|-4000.00|0.00|0.00
"01837-01"|"E00026/2023"|"Support Produtos Nutricionais Ltda <br>(01.107.391/0012-63)"|"02/01/2024"|"REEMP. NE 20293/23 - DIETAS,SUPLEM.ORAL E FORMULA NUTRICIONAL"|"Saude"|"Atencao Basica"|"Transferencias e Convenios Federais - Vinculados"|"Bloco 04 - Atencao Basica"|"3.3.90.30.00-Material de Consumo"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2109-Atencao Primaria em Saude"|"Pregao Eletronico"|7361.44|0.00|7361.44|7361.44|7361.44
"01838-01"|"E00026/2023"|"Support Produtos Nutricionais Ltda <br>(01.107.391/0012-63)"|"02/01/2024"|"REEMP. NE 21041/23 - DIETAS,SUPLEM.ORAL E FORMULA NUTRICIONAL"|"Saude"|"Atencao Basica"|"Transferencias e Convenios Federais - Vinculados"|"Em.parl.ind.prop.36000504058202300-inc.pap"|"3.3.90.30.00-Material de Consumo"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2109-Atencao Primaria em Saude"|"Pregao Eletronico"|40257.56|0.00|40257.56|31205.04|31205.04
"01838-01"|"E00026/2023"|"Support Produtos Nutricionais Ltda <br>(01.107.391/0012-63)"|"18/03/2024"|"REEMP. NE 21041/23 - DIETAS,SUPLEM.ORAL E FORMULA NUTRICIONAL"|"Saude"|"Atencao Basica"|"Transferencias e Convenios Federais - Vinculados"|"Em.parl.ind.prop.36000504058202300-inc.pap"|"3.3.90.30.00-Material de Consumo"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2109-Atencao Primaria em Saude"|"Pregao Eletronico"|0.00|-9047.13|-9047.13|0.00|0.00
"01838-01"|"E00026/2023"|"Support Produtos Nutricionais Ltda <br>(01.107.391/0012-63)"|"26/12/2024"|"REEMP. NE 21041/23 - DIETAS,SUPLEM.ORAL E FORMULA NUTRICIONAL"|"Saude"|"Atencao Basica"|"Transferencias e Convenios Federais - Vinculados"|"Em.parl.ind.prop.36000504058202300-inc.pap"|"3.3.90.30.00-Material de Consumo"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2109-Atencao Primaria em Saude"|"Pregao Eletronico"|0.00|-5.39|-5.39|0.00|0.00
"01843-01"|"O14175/2018"|"Augusto Rodrigues de Sousa Filho <br>(875.019.371-68)"|"02/01/2025"|"PA 14175/18  MAIS MEDICOS FOLHA 391    RESERVA 7579"|"Saude"|"Administracao Geral"|"Tesouro"|"Atencao Basica"|"3.3.90.93.00-Indenizacoes e Restituicoes"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2019-Manutencao e Modernizacao dos Servicos Administrat Ivos"|"Outros"|37663.20|0.00|37663.20|6277.20|6277.20
"01843-01"|"O14175/2018"|"Augusto Rodrigues de Sousa Filho <br>(875.019.371-68)"|"15/09/2025"|"PA 14175/18  MAIS MEDICOS FOLHA 391    RESERVA 7579"|"Saude"|"Administracao Geral"|"Tesouro"|"Atencao Basica"|"3.3.90.93.00-Indenizacoes e Restituicoes"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2019-Manutencao e Modernizacao dos Servicos Administrat Ivos"|"Outros"|0.00|-31386.00|-31386.00|0.00|0.00
"01844-01"|"E00111/2022"|"<b>Prodiet Medical Nutrition </b><br>Prodiet Nutricao Clinica Ltda <br>(08.183.359/0001-53)"|"02/01/2024"|"REEMP. NE 4507/23 - FORN SUPLEMENTO ALIM ENTAR (PRODIET)"|"Saude"|"Atencao Basica"|"Transferencias e Convenios Estaduais - Vinculados"|"Municipalizacao da Saudeè"|"3.3.90.30.00-Material de Consumo"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2109-Atencao Primaria em Saude"|"Pregao Eletronico"|20424.00|0.00|20424.00|14892.50|14892.50
"01844-01"|"E00111/2022"|"<b>Prodiet Medical Nutrition </b><br>Prodiet Nutricao Clinica Ltda <br>(08.183.359/0001-53)"|"12/11/2024"|"REEMP. NE 4507/23 - FORN SUPLEMENTO ALIM ENTAR (PRODIET)"|"Saude"|"Atencao Basica"|"Transferencias e Convenios Estaduais - Vinculados"|"Municipalizacao da Saudeè"|"3.3.90.30.00-Material de Consumo"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2109-Atencao Primaria em Saude"|"Pregao Eletronico"|0.00|-5531.50|-5531.50|0.00|0.00
"01846-01"|"O38488/2018"|"Johnny Victor Silva Ramos <br>(038.703.565-61)"|"02/01/2025"|"PA 38488/2018  MAIS MEDICOS FOLHA 316    RESERVA 7580"|"Saude"|"Administracao Geral"|"Tesouro"|"Atencao Basica"|"3.3.90.93.00-Indenizacoes e Restituicoes"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2019-Manutencao e Modernizacao dos Servicos Administrat Ivos"|"Outros"|7633.20|0.00|7633.20|6982.60|6982.60
"01846-01"|"O38488/2018"|"Johnny Victor Silva Ramos <br>(038.703.565-61)"|"16/12/2025"|"PA 38488/2018  MAIS MEDICOS FOLHA 316    RESERVA 7580"|"Saude"|"Administracao Geral"|"Tesouro"|"Atencao Basica"|"3.3.90.93.00-Indenizacoes e Restituicoes"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2019-Manutencao e Modernizacao dos Servicos Administrat Ivos"|"Outros"|0.00|-650.60|-650.60|0.00|0.00
"01847-01"|"O39506/2018"|"Kelly Cristina Filetti <br>(795.932.592-87)"|"02/01/2025"|"PA 39506/18  MAIS MEDICOS FOLHA 352     RESERVA 7581"|"Saude"|"Administracao Geral"|"Tesouro"|"Atencao Basica"|"3.3.90.93.00-Indenizacoes e Restituicoes"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2019-Manutencao e Modernizacao dos Servicos Administrat Ivos"|"Outros"|37663.20|0.00|37663.20|34204.80|34204.80
"01847-01"|"O39506/2018"|"Kelly Cristina Filetti <br>(795.932.592-87)"|"16/12/2025"|"PA 39506/18  MAIS MEDICOS FOLHA 352     RESERVA 7581"|"Saude"|"Administracao Geral"|"Tesouro"|"Atencao Basica"|"3.3.90.93.00-Indenizacoes e Restituicoes"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2019-Manutencao e Modernizacao dos Servicos Administrat Ivos"|"Outros"|0.00|-3458.40|-3458.40|0.00|0.00
"01848-01"|"O11987/2021"|"Thalita Aparecida Tome da Cruz <br>(368.731.968-78)"|"02/01/2025"|"PA 11987/2021  MAIS MEDICOS FOLHA 318     RESERVA 7584"|"Saude"|"Administracao Geral"|"Tesouro"|"Atencao Basica"|"3.3.90.93.00-Indenizacoes e Restituicoes"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2019-Manutencao e Modernizacao dos Servicos Administrat Ivos"|"Outros"|37663.20|0.00|37663.20|34389.72|34389.72
"01848-01"|"O11987/2021"|"Thalita Aparecida Tome da Cruz <br>(368.731.968-78)"|"16/12/2025"|"PA 11987/2021  MAIS MEDICOS FOLHA 318     RESERVA 7584"|"Saude"|"Administracao Geral"|"Tesouro"|"Atencao Basica"|"3.3.90.93.00-Indenizacoes e Restituicoes"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2019-Manutencao e Modernizacao dos Servicos Administrat Ivos"|"Outros"|0.00|-3273.48|-3273.48|0.00|0.00
"01849-01"|"O31703/2022"|"Angela Andrade Bolognesi <br>(434.527.568-74)"|"02/01/2025"|"PA 31703/2022  MAIS MEDICOS FOLHA 102    RESERVA 7585"|"Saude"|"Administracao Geral"|"Tesouro"|"Atencao Basica"|"3.3.90.93.00-Indenizacoes e Restituicoes"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2019-Manutencao e Modernizacao dos Servicos Administrat Ivos"|"Outros"|37663.20|0.00|37663.20|34524.60|34524.60
"01849-01"|"O31703/2022"|"Angela Andrade Bolognesi <br>(434.527.568-74)"|"16/12/2025"|"PA 31703/2022  MAIS MEDICOS FOLHA 102    RESERVA 7585"|"Saude"|"Administracao Geral"|"Tesouro"|"Atencao Basica"|"3.3.90.93.00-Indenizacoes e Restituicoes"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2019-Manutencao e Modernizacao dos Servicos Administrat Ivos"|"Outros"|0.00|-3138.60|-3138.60|0.00|0.00
"01850-01"|"S00085/2020"|"Maria de Lourdes Coelho Roccon <br>(890.059.708-63)"|"02/01/2025"|"LOCACAO IMOVEL CEREST (JAN/25-NOV/25)RF CPL 441/2020 FLS.391 RES.7436"|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Transferencias e Convenios Federais - Vinculados"|"Bloco 02 - Media e Alta Complexidade Amb.e Hosp."|"3.3.90.36.00-Outros Servicos de Terceiros - Pessoa Fisica"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2093-Atencao de Media e Alta Complexidade"|"Dispensa de Licitacao"|36676.20|0.00|36676.20|36676.20|36676.20
"01851-01"|"S00094/2020"|"<b>Bos </b><br>Banco de Olhos de Sorocaba <br>(50.795.566/0001-25)"|"02/01/2025"|"LOCACAO IMOVEL PARA CAF CPL 517/2020 RF PERIODO JANEIRO/25-OUTUBRO/25 FLS.479"|"Saude"|"Atencao Basica"|"Transferencias e Convenios Federais - Vinculados"|"Bloco 04 - Atencao Basica"|"3.3.90.39.00-Outros Servicos de Terceiros - Pessoa Juridica"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2109-Atencao Primaria em Saude"|"Dispensa de Licitacao"|461659.90|0.00|461659.90|461659.90|461659.90
"01853-01"|"I00020/2021"|"Inovamed Servicos Medicos Ltda <br>(31.799.973/0001-66)"|"02/01/2024"|"REEMP. NE 29675/23 - PJ MEDICOS"|"Saude"|"Atencao Basica"|"Transferencias e Convenios Estaduais - Vinculados"|"Resolucao Ss 72/2023 - Acoes e Serv.de Saude"|"3.3.90.39.00-Outros Servicos de Terceiros - Pessoa Juridica"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2109-Atencao Primaria em Saude"|"Inexigibilidade"|11055.00|0.00|11055.00|11055.00|11055.00
"01855-01"|"E00160/2021"|"White Martins Gases Industriais Ltda <br>(35.820.448/0213-03)"|"02/01/2024"|"REEMP. NE 21035/23 - GASES MEDICINAIS"|"Saude"|"Atencao Basica"|"Transferencias e Convenios Federais - Vinculados"|"Em.parl.ind.prop.36000504058202300-inc.pap"|"3.3.90.30.00-Material de Consumo"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2109-Atencao Primaria em Saude"|"Pregao Eletronico"|272018.84|0.00|272018.84|238120.00|238120.00
"01855-01"|"E00160/2021"|"White Martins Gases Industriais Ltda <br>(35.820.448/0213-03)"|"26/12/2024"|"REEMP. NE 21035/23 - GASES MEDICINAIS"|"Saude"|"Atencao Basica"|"Transferencias e Convenios Federais - Vinculados"|"Em.parl.ind.prop.36000504058202300-inc.pap"|"3.3.90.30.00-Material de Consumo"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2109-Atencao Primaria em Saude"|"Pregao Eletronico"|0.00|-33898.84|-33898.84|0.00|0.00
"01856-01"|"O31635/2017"|"Diogenes de Castro Penha <br>(287.651.798-11)"|"02/01/2025"|"PA 31635/2017 MAIS MEDICOS EXERC.2025 R.7578"|"Saude"|"Administracao Geral"|"Tesouro"|"Atencao Basica"|"3.3.90.93.00-Indenizacoes e Restituicoes"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2019-Manutencao e Modernizacao dos Servicos Administrat Ivos"|"Outros"|37663.20|0.00|37663.20|34524.60|34524.60
"01856-01"|"O31635/2017"|"Diogenes de Castro Penha <br>(287.651.798-11)"|"16/12/2025"|"PA 31635/2017 MAIS MEDICOS EXERC.2025 R.7578"|"Saude"|"Administracao Geral"|"Tesouro"|"Atencao Basica"|"3.3.90.93.00-Indenizacoes e Restituicoes"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2019-Manutencao e Modernizacao dos Servicos Administrat Ivos"|"Outros"|0.00|-3138.60|-3138.60|0.00|0.00
"01857-01"|"O00000/2024"|"Caixa Economica Federal <br>(00.360.305/0001-04)"|"02/01/2024"|"EMPENHO DE FOLHA DE PAGTO - 01/2024"|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Tesouro"|"Atencao Media Alta Complex Amb e Hosp."|"3.1.90.13.00-Obrigacoes Patronais"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2019-Manutencao e Modernizacao dos Servicos Administrat Ivos"|"Outros"|8870.48|0.00|8870.48|8870.48|8870.48
"01857-01"|"O31629/2017"|"Rafael Acorsi Soares <br>(264.382.688-44)"|"02/01/2025"|"PA 31629/2017 MAIS MEDICOS EXERC.2025 R. 7577"|"Saude"|"Administracao Geral"|"Tesouro"|"Atencao Basica"|"3.3.90.93.00-Indenizacoes e Restituicoes"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2019-Manutencao e Modernizacao dos Servicos Administrat Ivos"|"Outros"|37663.20|0.00|37663.20|34524.60|34524.60
"01857-01"|"O31629/2017"|"Rafael Acorsi Soares <br>(264.382.688-44)"|"16/12/2025"|"PA 31629/2017 MAIS MEDICOS EXERC.2025 R. 7577"|"Saude"|"Administracao Geral"|"Tesouro"|"Atencao Basica"|"3.3.90.93.00-Indenizacoes e Restituicoes"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2019-Manutencao e Modernizacao dos Servicos Administrat Ivos"|"Outros"|0.00|-3138.60|-3138.60|0.00|0.00
"01858-01"|"O31628/2017"|"Tarciso Sa de Carvalho <br>(735.463.212-00)"|"02/01/2025"|"PA 31628/2017 MAIS MEDICOS EXERC.2025 R. 7576"|"Saude"|"Administracao Geral"|"Tesouro"|"Atencao Basica"|"3.3.90.93.00-Indenizacoes e Restituicoes"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2019-Manutencao e Modernizacao dos Servicos Administrat Ivos"|"Outros"|37663.20|0.00|37663.20|34204.21|34204.21
"01858-01"|"O31628/2017"|"Tarciso Sa de Carvalho <br>(735.463.212-00)"|"16/12/2025"|"PA 31628/2017 MAIS MEDICOS EXERC.2025 R. 7576"|"Saude"|"Administracao Geral"|"Tesouro"|"Atencao Basica"|"3.3.90.93.00-Indenizacoes e Restituicoes"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2019-Manutencao e Modernizacao dos Servicos Administrat Ivos"|"Outros"|0.00|-3458.99|-3458.99|0.00|0.00
"01859-01"|"O00000/2024"|"Prefeitura Municipal de Sorocaba <br>(46.634.044/0001-74)"|"02/01/2024"|"EMPENHO DE FOLHA DE PAGTO - 01/2024"|"Saude"|"Atencao Basica"|"Tesouro"|"Atencao Basica"|"3.1.90.94.00-Indenizacoes e Restituicoes Trabalhistas"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2019-Manutencao e Modernizacao dos Servicos Administrat Ivos"|"Outros"|7823.40|0.00|7823.40|7823.40|7823.40
"01859-01"|"O31626/2017"|"Elizangela de Araujo Goulart <br>(327.423.448-61)"|"02/01/2025"|"PA 31626/2017 MAIS MEDICOS ECERC.2025 R. 7575"|"Saude"|"Administracao Geral"|"Tesouro"|"Atencao Basica"|"3.3.90.93.00-Indenizacoes e Restituicoes"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2019-Manutencao e Modernizacao dos Servicos Administrat Ivos"|"Outros"|37663.20|0.00|37663.20|34502.26|34502.26
"01859-01"|"O31626/2017"|"Elizangela de Araujo Goulart <br>(327.423.448-61)"|"16/12/2025"|"PA 31626/2017 MAIS MEDICOS ECERC.2025 R. 7575"|"Saude"|"Administracao Geral"|"Tesouro"|"Atencao Basica"|"3.3.90.93.00-Indenizacoes e Restituicoes"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2019-Manutencao e Modernizacao dos Servicos Administrat Ivos"|"Outros"|0.00|-3160.94|-3160.94|0.00|0.00
"01860-01"|"O00000/2024"|"Prefeitura Municipal de Sorocaba <br>(46.634.044/0001-74)"|"02/01/2024"|"EMPENHO DE FOLHA DE PAGTO - 01/2024"|"Saude"|"Atencao Basica"|"Tesouro"|"Atencao Basica"|"3.1.90.11.00-Vencimentos e Vantagens Fixas - Pessoal CIVIL"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2019-Manutencao e Modernizacao dos Servicos Administrat Ivos"|"Outros"|21180.48|0.00|21180.48|21180.48|21180.48
"01860-01"|"O31625/2017"|"Kallion Fandinho de Castro <br>(611.686.882-72)"|"02/01/2025"|"PA 31625/2017 MAIS MEDICOS EXERC.2025 R. 7574"|"Saude"|"Administracao Geral"|"Tesouro"|"Atencao Basica"|"3.3.90.93.00-Indenizacoes e Restituicoes"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2019-Manutencao e Modernizacao dos Servicos Administrat Ivos"|"Outros"|37663.20|0.00|37663.20|34197.54|34197.54
"01860-01"|"O31625/2017"|"Kallion Fandinho de Castro <br>(611.686.882-72)"|"16/12/2025"|"PA 31625/2017 MAIS MEDICOS EXERC.2025 R. 7574"|"Saude"|"Administracao Geral"|"Tesouro"|"Atencao Basica"|"3.3.90.93.00-Indenizacoes e Restituicoes"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2019-Manutencao e Modernizacao dos Servicos Administrat Ivos"|"Outros"|0.00|-3465.66|-3465.66|0.00|0.00
"01861-01"|"O16634/2017"|"Wesley Fernando Farage Lima <br>(757.113.622-91)"|"02/01/2025"|"PA: 16634/2017 MAIS MEDICOS EXERC.2025 R .7573"|"Saude"|"Administracao Geral"|"Tesouro"|"Atencao Basica"|"3.3.90.93.00-Indenizacoes e Restituicoes"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2019-Manutencao e Modernizacao dos Servicos Administrat Ivos"|"Outros"|37663.20|0.00|37663.20|29554.30|29554.30
"01861-01"|"O16634/2017"|"Wesley Fernando Farage Lima <br>(757.113.622-91)"|"16/12/2025"|"PA: 16634/2017 MAIS MEDICOS EXERC.2025 R .7573"|"Saude"|"Administracao Geral"|"Tesouro"|"Atencao Basica"|"3.3.90.93.00-Indenizacoes e Restituicoes"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2019-Manutencao e Modernizacao dos Servicos Administrat Ivos"|"Outros"|0.00|-8108.90|-8108.90|0.00|0.00
"01865-01"|"O00000/2023"|"Prefeitura Municipal de Sorocaba <br>(46.634.044/0001-74)"|"02/01/2023"|"EMPENHO DE FOLHA DE PAGTO - 01/2023"|"Saude"|"Atencao Basica"|"Tesouro"|"Atencao Basica"|"3.1.90.94.00-Indenizacoes e Restituicoes Trabalhistas"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2019-Manutencao e Modernizacao dos Servicos Administrat Ivos"|"Outros"|27476.61|0.00|27476.61|27476.61|27476.61
"01866-01"|"G00851/2018"|"Neo Consultoria e Adm. de Beneficios Eireli <br>(25.165.749/0001-10)"|"02/01/2024"|"REEMP. NE 3925/23 - -ABASTEC. COMBUST (V ISA/VIEP/ZOONOSES)"|"Saude"|"Vigilancia Epidemiologica"|"Transferencias e Convenios Federais - Vinculados"|"Bloco 05 - Vigilancia em Saude"|"3.3.90.39.00-Outros Servicos de Terceiros - Pessoa Juridica"|"Secr.da Saude"|"Saude Publica de Qualidade e Eficaz"|"2110-Vigilancia em Saude"|"Pregao Presencial"|137175.31|0.00|137175.31|58960.93|58960.93
