"Nro Empenho"|"Nro Processo"|"Fornecedor"|"Data Empenho"|"Descrição Empenho"|"Função"|"Sub Função"|"Fonte Recurso"|"Aplicação"|"Natureza"|"Unidade Orçamentária"|"Programa"|"Ação"|"Modalidade de Licitação"|"Empenho Original"|"Estorno Empenho"|"Saldo Empenho"|"Valor Processado"|"Valor Pago"
"00583-01"|"O11692/2014"|"Leonardo Tomasella <br>(224.871.248-06)"|"27/03/2018"|"AUXILIO BOLSA RESIDENCIA MEDICA P 11692/14 PSQUIATRIA TURMA 2015"|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Transferencias e Convenios Federais - Vinculados"|"Bloco 02 - Media e Alta Complexidade Amb.e Hosp."|"3.3.90.39.00-Outros Servicos de Terceiros - Pessoa Juridica"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2092-Teto Municipal de Media e Alta Complexidade Ambula Torial"|"Outros"|0.00|-7153.92|-7153.92|0.00|0.00
"00584-01"|"O11692/2014"|"Marcia Yumi Yonekura <br>(345.972.958-95)"|"02/01/2018"|"AUXILIO BOLSA RESIDENCIA MEDICA P 11692/14 PSQUIATRIA TURMA 2015"|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Transferencias e Convenios Federais - Vinculados"|"Bloco 02 - Media e Alta Complexidade Amb.e Hosp."|"3.3.90.39.00-Outros Servicos de Terceiros - Pessoa Juridica"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2092-Teto Municipal de Media e Alta Complexidade Ambula Torial"|"Outros"|7153.92|0.00|7153.92|0.00|0.00
"00584-01"|"O11692/2014"|"Marcia Yumi Yonekura <br>(345.972.958-95)"|"27/03/2018"|"AUXILIO BOLSA RESIDENCIA MEDICA P 11692/14 PSQUIATRIA TURMA 2015"|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Transferencias e Convenios Federais - Vinculados"|"Bloco 02 - Media e Alta Complexidade Amb.e Hosp."|"3.3.90.39.00-Outros Servicos de Terceiros - Pessoa Juridica"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2092-Teto Municipal de Media e Alta Complexidade Ambula Torial"|"Outros"|0.00|-7153.92|-7153.92|0.00|0.00
"00585-01"|"O11692/2014"|"Felipe Asperti Hoffmann <br>(326.352.458-51)"|"02/01/2018"|"AUXILIO BOLSA RESIDENCIA MEDICA P 11692/14 PSQUIATRIA TURMA 2015"|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Transferencias e Convenios Federais - Vinculados"|"Bloco 02 - Media e Alta Complexidade Amb.e Hosp."|"3.3.90.39.00-Outros Servicos de Terceiros - Pessoa Juridica"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2092-Teto Municipal de Media e Alta Complexidade Ambula Torial"|"Outros"|14307.83|0.00|14307.83|0.00|0.00
"00585-01"|"O11692/2014"|"Felipe Asperti Hoffmann <br>(326.352.458-51)"|"27/03/2018"|"AUXILIO BOLSA RESIDENCIA MEDICA P 11692/14 PSQUIATRIA TURMA 2015"|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Transferencias e Convenios Federais - Vinculados"|"Bloco 02 - Media e Alta Complexidade Amb.e Hosp."|"3.3.90.39.00-Outros Servicos de Terceiros - Pessoa Juridica"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2092-Teto Municipal de Media e Alta Complexidade Ambula Torial"|"Outros"|0.00|-14307.83|-14307.83|0.00|0.00
"00599-01"|"G01953/2014"|"Volpi Distribuidora de Drogas Ltda <br>(64.533.797/0002-56)"|"11/01/2016"|"CPL 1953/14 C 185/15 MEDICAMENTOS PARA R EDE MUNICIPAL DE SAUDE VOL.03"|"Saude"|"Suporte Profilatico e Terapeutico"|"Transferencias e Convenios Federais - Vinculados"|"Bloco 04 - Atencao Basica"|"3.3.90.30.00-Material de Consumo"|"Secr.da Saude"|"Fortalecimento da Atencao Primaria a Saude"|"2265-Acoes de Assistencia Farmaceutica"|"Pregao Presencial"|7510.96|0.00|7510.96|0.00|0.00
"00599-01"|"G01953/2014"|"Volpi Distribuidora de Drogas Ltda <br>(64.533.797/0002-56)"|"20/01/2016"|"CPL 1953/14 C 185/15 MEDICAMENTOS PARA R EDE MUNICIPAL DE SAUDE VOL.03"|"Saude"|"Suporte Profilatico e Terapeutico"|"Transferencias e Convenios Federais - Vinculados"|"Bloco 04 - Atencao Basica"|"3.3.90.30.00-Material de Consumo"|"Secr.da Saude"|"Fortalecimento da Atencao Primaria a Saude"|"2265-Acoes de Assistencia Farmaceutica"|"Pregao Presencial"|0.00|-7510.96|-7510.96|0.00|0.00
"00599-01"|"O00000/2017"|"Wesley Ricardo de Campos <br>(291.232.708-37)"|"02/01/2017"|"ADIANTAMENTO-SES/TRANSP. PACIENTES"|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Tesouro"|"Saude - Geral"|"3.3.90.30.00-Material de Consumo"|"Secr.da Saude"|"Fortalecimento da Atencao Primaria a Saude"|"2089-Modernizacao e Manutencao da Gestao"|"Outros"|5000.00|0.00|5000.00|5000.00|5000.00
"00603-01"|"O11692/2014"|"Andre Macedo de Oliveira <br>(923.914.603-25)"|"02/01/2018"|"AUXILIO BOLSA RESIDENCIA MEDICA PA 11692 /14 MEDICINA/PSIQUIATRIA TURMA 2016"|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Transferencias e Convenios Federais - Vinculados"|"Bloco 02 - Media e Alta Complexidade Amb.e Hosp."|"3.3.90.39.00-Outros Servicos de Terceiros - Pessoa Juridica"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2092-Teto Municipal de Media e Alta Complexidade Ambula Torial"|"Outros"|42923.50|0.00|42923.50|0.00|0.00
"00603-01"|"O11692/2014"|"Andre Macedo de Oliveira <br>(923.914.603-25)"|"27/03/2018"|"AUXILIO BOLSA RESIDENCIA MEDICA PA 11692 /14 MEDICINA/PSIQUIATRIA TURMA 2016"|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Transferencias e Convenios Federais - Vinculados"|"Bloco 02 - Media e Alta Complexidade Amb.e Hosp."|"3.3.90.39.00-Outros Servicos de Terceiros - Pessoa Juridica"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2092-Teto Municipal de Media e Alta Complexidade Ambula Torial"|"Outros"|0.00|-42923.50|-42923.50|0.00|0.00
"00604-01"|"O11692/2014"|"Daniel Luis Tittonel Justi <br>(217.912.548-88)"|"02/01/2018"|"AUXILIO BOLSA RESIDENCIA MEDICA PA 11692 /14 MEDICINA/PSIQUIATRIA TURMA 2016"|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Transferencias e Convenios Federais - Vinculados"|"Bloco 02 - Media e Alta Complexidade Amb.e Hosp."|"3.3.90.39.00-Outros Servicos de Terceiros - Pessoa Juridica"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2092-Teto Municipal de Media e Alta Complexidade Ambula Torial"|"Outros"|42923.50|0.00|42923.50|0.00|0.00
"00604-01"|"O11692/2014"|"Daniel Luis Tittonel Justi <br>(217.912.548-88)"|"27/03/2018"|"AUXILIO BOLSA RESIDENCIA MEDICA PA 11692 /14 MEDICINA/PSIQUIATRIA TURMA 2016"|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Transferencias e Convenios Federais - Vinculados"|"Bloco 02 - Media e Alta Complexidade Amb.e Hosp."|"3.3.90.39.00-Outros Servicos de Terceiros - Pessoa Juridica"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2092-Teto Municipal de Media e Alta Complexidade Ambula Torial"|"Outros"|0.00|-42923.50|-42923.50|0.00|0.00
"00607-01"|"G01953/2014"|"Volpi Distribuidora de Drogas Ltda <br>(64.533.797/0002-56)"|"11/01/2016"|"CPL 1953/14 C 188/15 MEDICAMENTOS PARA R EDE MUNICIPAL DE SAUDE VOL.05"|"Saude"|"Suporte Profilatico e Terapeutico"|"Transferencias e Convenios Federais - Vinculados"|"Bloco 04 - Atencao Basica"|"3.3.90.30.00-Material de Consumo"|"Secr.da Saude"|"Fortalecimento da Atencao Primaria a Saude"|"2265-Acoes de Assistencia Farmaceutica"|"Pregao Presencial"|5400.00|0.00|5400.00|5400.00|5400.00
"00608-01"|"I01560/2010"|"Clinica Radiologia de Sorocaba <br>(45.405.461/0001-82)"|"11/01/2016"|"SERV. DE RADIOLOGIA E ULTRASOM CPL 1560/ 10 V.10"|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Transferencias e Convenios Federais - Vinculados"|"Bloco 02 - Media e Alta Complexidade Amb. e Hospit"|"3.3.90.39.00-Outros Servicos de Terceiros - Pessoa Juridica"|"Secr.da Saude"|"Reestruturacao da Rede de Atencao Hospitalar"|"2274-Contratualizacao da Rede Hospitalar"|"Inexigibilidade"|369645.75|0.00|369645.75|369465.75|369465.75
"00609-01"|"I01560/2010"|"<b>Vida Centro Diagnostico Medico </b><br>Top Imagem Medicina Diagnostica S/s Ltda <br>(09.206.909/0001-75)"|"11/01/2016"|"SERV.DE RADIOLOGIA E ULTRASOM CPL 1560/1 0. V10."|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Transferencias e Convenios Federais - Vinculados"|"Bloco 02 - Media e Alta Complexidade Amb. e Hospit"|"3.3.90.39.00-Outros Servicos de Terceiros - Pessoa Juridica"|"Secr.da Saude"|"Reestruturacao da Rede de Atencao Hospitalar"|"2274-Contratualizacao da Rede Hospitalar"|"Inexigibilidade"|87543.00|0.00|87543.00|86262.38|86262.38
"00609-01"|"O11692/2014"|"Fernando Siqueira Kel <br>(028.537.949-62)"|"02/01/2018"|"AUXILIO BOLSA RESIDENCIA MEDICA PA 11692 /14 MEDICINA/PSIQUIATRIA TURMA 2016"|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Transferencias e Convenios Federais - Vinculados"|"Bloco 02 - Media e Alta Complexidade Amb.e Hosp."|"3.3.90.39.00-Outros Servicos de Terceiros - Pessoa Juridica"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2092-Teto Municipal de Media e Alta Complexidade Ambula Torial"|"Outros"|42923.50|0.00|42923.50|0.00|0.00
"00609-01"|"O11692/2014"|"Fernando Siqueira Kel <br>(028.537.949-62)"|"27/03/2018"|"AUXILIO BOLSA RESIDENCIA MEDICA PA 11692 /14 MEDICINA/PSIQUIATRIA TURMA 2016"|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Transferencias e Convenios Federais - Vinculados"|"Bloco 02 - Media e Alta Complexidade Amb.e Hosp."|"3.3.90.39.00-Outros Servicos de Terceiros - Pessoa Juridica"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2092-Teto Municipal de Media e Alta Complexidade Ambula Torial"|"Outros"|0.00|-42923.50|-42923.50|0.00|0.00
"00610-01"|"G00118/2015"|"Max-verde Transportes Ltda Me <br>(09.663.750/0001-18)"|"11/01/2016"|"CPL 118/15 V.02 SERV. DE GUINCHO NEREG.( REEMPENHO)"|"Saude"|"Atencao Basica"|"Tesouro"|"Saude - Geral"|"3.3.90.30.00-Material de Consumo"|"Secr.da Saude"|"Fortalecimento da Atencao Primaria a Saude"|"2083-Acoes de Assistencia a Atencao Basica"|"Pregao Presencial"|179.80|-179.80|0.00|0.00|0.00
"00611-01"|"G00118/2015"|"Max-verde Transportes Ltda Me <br>(09.663.750/0001-18)"|"11/01/2016"|"CPL 118/15 V.02 SERV.GUINCHO NEREG.(REEM PENHO)"|"Saude"|"Atencao Basica"|"Transferencias e Convenios Federais - Vinculados"|"Bloco 04 - Atencao Basica"|"3.3.90.39.00-Outros Servicos de Terceiros - Pessoa Juridica"|"Secr.da Saude"|"Fortalecimento da Atencao Primaria a Saude"|"2083-Acoes de Assistencia a Atencao Basica"|"Pregao Presencial"|179.80|0.00|179.80|179.80|179.80
"00612-01"|"O06238/2014"|"Silvano Corrier <br>(700.158.961-61)"|"11/01/2016"|"PA 6238/14 MAIS MEDICOS"|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Tesouro"|"Saude - Geral"|"3.3.90.93.00-Indenizacoes e Restituicoes"|"Secr.da Saude"|"Fortalecimento da Atencao Primaria a Saude"|"2089-Modernizacao e Manutencao da Gestao"|"Outros"|37663.20|0.00|37663.20|37663.20|37663.20
"00613-01"|"O11678/2014"|"Yanelis Laguna Perez <br>(067.904.041-20)"|"11/01/2016"|"PA 11678/14 MAIS MEDICOS"|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Tesouro"|"Saude - Geral"|"3.3.90.93.00-Indenizacoes e Restituicoes"|"Secr.da Saude"|"Fortalecimento da Atencao Primaria a Saude"|"2089-Modernizacao e Manutencao da Gestao"|"Outros"|37663.20|0.00|37663.20|37506.27|37506.27
"00613-01"|"O11678/2014"|"Yanelis Laguna Perez <br>(067.904.041-20)"|"29/12/2016"|"PA 11678/14 MAIS MEDICOS"|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Tesouro"|"Saude - Geral"|"3.3.90.93.00-Indenizacoes e Restituicoes"|"Secr.da Saude"|"Fortalecimento da Atencao Primaria a Saude"|"2089-Modernizacao e Manutencao da Gestao"|"Outros"|0.00|-156.93|-156.93|0.00|0.00
"00614-01"|"O11635/2014"|"Manuel de Jesus Gonzales Gonzales <br>(067.660.491-97)"|"11/01/2016"|"PA 11635/14 MAIS MEDICOS"|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Tesouro"|"Saude - Geral"|"3.3.90.93.00-Indenizacoes e Restituicoes"|"Secr.da Saude"|"Fortalecimento da Atencao Primaria a Saude"|"2089-Modernizacao e Manutencao da Gestao"|"Outros"|37663.20|0.00|37663.20|37663.20|37663.20
"00615-01"|"O11633/2014"|"Marcia Rodrigues Perez <br>(067.547.521-06)"|"11/01/2016"|"PA 11633/14 MAIS MEDICOS"|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Tesouro"|"Saude - Geral"|"3.3.90.93.00-Indenizacoes e Restituicoes"|"Secr.da Saude"|"Fortalecimento da Atencao Primaria a Saude"|"2089-Modernizacao e Manutencao da Gestao"|"Outros"|37663.20|0.00|37663.20|37663.20|37663.20
"00616-01"|"O11626/2014"|"Nilson Diaz Falcon <br>(067.848.261-67)"|"11/01/2016"|"PA 11626/14 MAIS MEDICOS"|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Tesouro"|"Saude - Geral"|"3.3.90.93.00-Indenizacoes e Restituicoes"|"Secr.da Saude"|"Fortalecimento da Atencao Primaria a Saude"|"2089-Modernizacao e Manutencao da Gestao"|"Outros"|37663.20|0.00|37663.20|37663.20|37663.20
"00616-01"|"O11692/2014"|"Andre Luis Hecht Sartori <br>(369.361.088-65)"|"02/01/2018"|"AUXILIO BOLSA RESIDENCIA MEDICA PA 11692 /14 MEDICINA/PSIQUIATRIA TURMA 2016"|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Transferencias e Convenios Federais - Vinculados"|"Bloco 02 - Media e Alta Complexidade Amb.e Hosp."|"3.3.90.39.00-Outros Servicos de Terceiros - Pessoa Juridica"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2092-Teto Municipal de Media e Alta Complexidade Ambula Torial"|"Outros"|7153.92|0.00|7153.92|0.00|0.00
"00616-01"|"O11692/2014"|"Andre Luis Hecht Sartori <br>(369.361.088-65)"|"27/03/2018"|"AUXILIO BOLSA RESIDENCIA MEDICA PA 11692 /14 MEDICINA/PSIQUIATRIA TURMA 2016"|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Transferencias e Convenios Federais - Vinculados"|"Bloco 02 - Media e Alta Complexidade Amb.e Hosp."|"3.3.90.39.00-Outros Servicos de Terceiros - Pessoa Juridica"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2092-Teto Municipal de Media e Alta Complexidade Ambula Torial"|"Outros"|0.00|-7153.92|-7153.92|0.00|0.00
"00617-01"|"O11625/2014"|"Odalis Lima Ortiz <br>(067.490.221-11)"|"11/01/2016"|"PA 11625/14 MAIS MEDICOS"|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Tesouro"|"Saude - Geral"|"3.3.90.93.00-Indenizacoes e Restituicoes"|"Secr.da Saude"|"Fortalecimento da Atencao Primaria a Saude"|"2089-Modernizacao e Manutencao da Gestao"|"Outros"|37663.20|0.00|37663.20|9415.80|9415.80
"00617-01"|"O11625/2014"|"Odalis Lima Ortiz <br>(067.490.221-11)"|"18/03/2016"|"PA 11625/14 MAIS MEDICOS"|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Tesouro"|"Saude - Geral"|"3.3.90.93.00-Indenizacoes e Restituicoes"|"Secr.da Saude"|"Fortalecimento da Atencao Primaria a Saude"|"2089-Modernizacao e Manutencao da Gestao"|"Outros"|0.00|-28247.40|-28247.40|0.00|0.00
"00618-01"|"O11624/2014"|"Ramon Abel Burgos Aguero <br>(067.660.171-55)"|"11/01/2016"|"PA 11264/14 MAIS MEDICOS"|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Tesouro"|"Saude - Geral"|"3.3.90.93.00-Indenizacoes e Restituicoes"|"Secr.da Saude"|"Fortalecimento da Atencao Primaria a Saude"|"2089-Modernizacao e Manutencao da Gestao"|"Outros"|37663.20|0.00|37663.20|37663.20|37663.20
"00619-01"|"O11629/2014"|"Yonel Cruz Bermudez <br>(067.587.351-76)"|"11/01/2016"|"PA 11629/14 MAIS MEDICOS"|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Tesouro"|"Saude - Geral"|"3.3.90.93.00-Indenizacoes e Restituicoes"|"Secr.da Saude"|"Fortalecimento da Atencao Primaria a Saude"|"2089-Modernizacao e Manutencao da Gestao"|"Outros"|37663.20|0.00|37663.20|37663.20|37663.20
"00619-01"|"O11692/2014"|"Chirli Wanscher Vechi <br>(046.356.689-08)"|"02/01/2018"|"AUXILIO BOLSA RESIDENCIA MEDICA PA 11692 /14 MEDICINA/PSIQUIATRIA TURMA 2016"|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Transferencias e Convenios Federais - Vinculados"|"Bloco 02 - Media e Alta Complexidade Amb.e Hosp."|"3.3.90.39.00-Outros Servicos de Terceiros - Pessoa Juridica"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2092-Teto Municipal de Media e Alta Complexidade Ambula Torial"|"Outros"|7153.92|0.00|7153.92|0.00|0.00
"00619-01"|"O11692/2014"|"Chirli Wanscher Vechi <br>(046.356.689-08)"|"27/03/2018"|"AUXILIO BOLSA RESIDENCIA MEDICA PA 11692 /14 MEDICINA/PSIQUIATRIA TURMA 2016"|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Transferencias e Convenios Federais - Vinculados"|"Bloco 02 - Media e Alta Complexidade Amb.e Hosp."|"3.3.90.39.00-Outros Servicos de Terceiros - Pessoa Juridica"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2092-Teto Municipal de Media e Alta Complexidade Ambula Torial"|"Outros"|0.00|-7153.92|-7153.92|0.00|0.00
"00620-01"|"O11692/2014"|"Lais Novaes Ayres <br>(381.914.208-80)"|"02/01/2018"|"AUXILIO BOLSA RESIDENCIA MEDICA PA 11692 /14 MEDICINA/PSIQUIATRIA TURMA 2016"|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Transferencias e Convenios Federais - Vinculados"|"Bloco 02 - Media e Alta Complexidade Amb.e Hosp."|"3.3.90.39.00-Outros Servicos de Terceiros - Pessoa Juridica"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2092-Teto Municipal de Media e Alta Complexidade Ambula Torial"|"Outros"|7153.92|0.00|7153.92|0.00|0.00
"00620-01"|"O11692/2014"|"Lais Novaes Ayres <br>(381.914.208-80)"|"27/03/2018"|"AUXILIO BOLSA RESIDENCIA MEDICA PA 11692 /14 MEDICINA/PSIQUIATRIA TURMA 2016"|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Transferencias e Convenios Federais - Vinculados"|"Bloco 02 - Media e Alta Complexidade Amb.e Hosp."|"3.3.90.39.00-Outros Servicos de Terceiros - Pessoa Juridica"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2092-Teto Municipal de Media e Alta Complexidade Ambula Torial"|"Outros"|0.00|-7153.92|-7153.92|0.00|0.00
"00620-01"|"O28247/2014"|"Ana Isabel Breton Espinosa <br>(067.848.331-04)"|"11/01/2016"|"PA 28247/14 MAIS MEDICOS"|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Tesouro"|"Saude - Geral"|"3.3.90.93.00-Indenizacoes e Restituicoes"|"Secr.da Saude"|"Fortalecimento da Atencao Primaria a Saude"|"2089-Modernizacao e Manutencao da Gestao"|"Outros"|37663.20|0.00|37663.20|37663.20|37663.20
"00621-01"|"O07534/2014"|"Marisol Perez Bonilla <br>(067.227.001-35)"|"11/01/2016"|"PA 7534/14 MAIS MEDICOS"|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Tesouro"|"Saude - Geral"|"3.3.90.93.00-Indenizacoes e Restituicoes"|"Secr.da Saude"|"Fortalecimento da Atencao Primaria a Saude"|"2089-Modernizacao e Manutencao da Gestao"|"Outros"|37663.20|0.00|37663.20|37663.20|37663.20
"00621-01"|"O11682/2014"|"Ligia Mariana Martins Takemura <br>(222.686.928-09)"|"02/01/2018"|"AUXILIO BOLSA RESIDENCIA MEDICA PA 11692 /14 MEDICINA/PSIQUIATRIA TURMA 2016"|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Transferencias e Convenios Federais - Vinculados"|"Bloco 02 - Media e Alta Complexidade Amb.e Hosp."|"3.3.90.39.00-Outros Servicos de Terceiros - Pessoa Juridica"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2092-Teto Municipal de Media e Alta Complexidade Ambula Torial"|"Outros"|7153.92|0.00|7153.92|0.00|0.00
"00621-01"|"O11682/2014"|"Ligia Mariana Martins Takemura <br>(222.686.928-09)"|"27/03/2018"|"AUXILIO BOLSA RESIDENCIA MEDICA PA 11692 /14 MEDICINA/PSIQUIATRIA TURMA 2016"|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Transferencias e Convenios Federais - Vinculados"|"Bloco 02 - Media e Alta Complexidade Amb.e Hosp."|"3.3.90.39.00-Outros Servicos de Terceiros - Pessoa Juridica"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2092-Teto Municipal de Media e Alta Complexidade Ambula Torial"|"Outros"|0.00|-7153.92|-7153.92|0.00|0.00
"00622-01"|"O07533/2014"|"Yurima Jardines Rius <br>(066.792.291-11)"|"11/01/2016"|"PA 7533/14 MAIS MEDICOS"|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Tesouro"|"Saude - Geral"|"3.3.90.93.00-Indenizacoes e Restituicoes"|"Secr.da Saude"|"Fortalecimento da Atencao Primaria a Saude"|"2089-Modernizacao e Manutencao da Gestao"|"Outros"|37663.20|0.00|37663.20|37663.20|37663.20
"00623-01"|"O11657/2014"|"Yampier Martinez Estrada <br>(067.600.361-31)"|"11/01/2016"|"PA 11657/14 MAIS MEDICOS"|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Tesouro"|"Saude - Geral"|"3.3.90.93.00-Indenizacoes e Restituicoes"|"Secr.da Saude"|"Fortalecimento da Atencao Primaria a Saude"|"2089-Modernizacao e Manutencao da Gestao"|"Outros"|37663.20|0.00|37663.20|37663.20|37663.20
"00624-01"|"O22961/2015"|"Joel Leyva Rodriguez <br>(067.474.711-99)"|"11/01/2016"|"PA 22961/15 MAIS MEDICOS"|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Tesouro"|"Saude - Geral"|"3.3.90.93.00-Indenizacoes e Restituicoes"|"Secr.da Saude"|"Fortalecimento da Atencao Primaria a Saude"|"2089-Modernizacao e Manutencao da Gestao"|"Outros"|37663.20|0.00|37663.20|37663.20|37663.20
"00625-01"|"O11632/2014"|"Roberto Molina Perez <br>(067.749.181-66)"|"11/01/2016"|"PA 11632/14 MAIS MEDICOS"|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Tesouro"|"Saude - Geral"|"3.3.90.93.00-Indenizacoes e Restituicoes"|"Secr.da Saude"|"Fortalecimento da Atencao Primaria a Saude"|"2089-Modernizacao e Manutencao da Gestao"|"Outros"|37663.20|0.00|37663.20|37663.20|37663.20
"00625-01"|"O11692/2014"|"Leonardo Martins Vilela da Fonseca <br>(009.220.572-06)"|"02/01/2018"|"AUXILIO BOLSA RESIDENCIA MEDICA PA 11692 /14 MEDICINA/PSIQUIATRIA TURMA 2016"|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Transferencias e Convenios Federais - Vinculados"|"Bloco 02 - Media e Alta Complexidade Amb.e Hosp."|"3.3.90.39.00-Outros Servicos de Terceiros - Pessoa Juridica"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2092-Teto Municipal de Media e Alta Complexidade Ambula Torial"|"Outros"|7153.92|0.00|7153.92|0.00|0.00
"00625-01"|"O11692/2014"|"Leonardo Martins Vilela da Fonseca <br>(009.220.572-06)"|"27/03/2018"|"AUXILIO BOLSA RESIDENCIA MEDICA PA 11692 /14 MEDICINA/PSIQUIATRIA TURMA 2016"|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Transferencias e Convenios Federais - Vinculados"|"Bloco 02 - Media e Alta Complexidade Amb.e Hosp."|"3.3.90.39.00-Outros Servicos de Terceiros - Pessoa Juridica"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2092-Teto Municipal de Media e Alta Complexidade Ambula Torial"|"Outros"|0.00|-7153.92|-7153.92|0.00|0.00
"00626-01"|"O11681/2014"|"Yaniel Carcasses Cuervo <br>(067.534.541-36)"|"11/01/2016"|"PA 11681/14 MAIS MEDICOS"|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Tesouro"|"Saude - Geral"|"3.3.90.93.00-Indenizacoes e Restituicoes"|"Secr.da Saude"|"Fortalecimento da Atencao Primaria a Saude"|"2089-Modernizacao e Manutencao da Gestao"|"Outros"|37663.20|0.00|37663.20|37663.20|37663.20
"00627-01"|"O11636/2014"|"Magalis Annelis Cruz Moreno <br>(067.661.261-08)"|"11/01/2016"|"PA 11636/14 MAIS MEDICOS"|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Tesouro"|"Saude - Geral"|"3.3.90.93.00-Indenizacoes e Restituicoes"|"Secr.da Saude"|"Fortalecimento da Atencao Primaria a Saude"|"2089-Modernizacao e Manutencao da Gestao"|"Outros"|37663.20|0.00|37663.20|31386.00|31386.00
"00627-01"|"O11636/2014"|"Magalis Annelis Cruz Moreno <br>(067.661.261-08)"|"29/12/2016"|"PA 11636/14 MAIS MEDICOS"|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Tesouro"|"Saude - Geral"|"3.3.90.93.00-Indenizacoes e Restituicoes"|"Secr.da Saude"|"Fortalecimento da Atencao Primaria a Saude"|"2089-Modernizacao e Manutencao da Gestao"|"Outros"|0.00|-6277.20|-6277.20|0.00|0.00
"00628-01"|"O11630/2014"|"Victoria Marcos Espin <br>(067.658.471-38)"|"11/01/2016"|"PA 11630/14 MAIS MEDICOS"|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Tesouro"|"Saude - Geral"|"3.3.90.93.00-Indenizacoes e Restituicoes"|"Secr.da Saude"|"Fortalecimento da Atencao Primaria a Saude"|"2089-Modernizacao e Manutencao da Gestao"|"Outros"|37663.20|0.00|37663.20|37663.20|37663.20
