"Nro Empenho"|"Nro Processo"|"Fornecedor"|"Data Empenho"|"Descrição Empenho"|"Função"|"Sub Função"|"Fonte Recurso"|"Aplicação"|"Natureza"|"Unidade Orçamentária"|"Programa"|"Ação"|"Modalidade de Licitação"|"Empenho Original"|"Estorno Empenho"|"Saldo Empenho"|"Valor Processado"|"Valor Pago"
"00001-01"|"G00033/2015"|"Sorodiesel Retif.motores Bombas e Pecas Ltda <br>(47.807.375/0001-21)"|"04/01/2016"|"CPL 33/2015 PECA P/VEICULO P-883 SAMU VOLUME 03"|"Saude"|"Atencao Basica"|"Transferencias e Convenios Federais - Vinculados"|"Bloco 02 - Media e Alta Complexidade Amb. e Hospit"|"3.3.90.30.00-Material de Consumo"|"Secr.da Saude"|"Fortalecimento da Atencao Primaria a Saude"|"2261-Acoes de Assistencia - Urgencia e Emergencia Movel"|"Pregao Presencial"|5042.00|0.00|5042.00|5042.00|5042.00
"00001-01"|"G00911/2017"|"Ciamed Distribuidora de Medicamentos Ltda <br>(05.782.733/0001-49)"|"02/01/2019"|"AQUIS.MEDICAMENTOS P/SES, CONF.FL.110 CPL 911/17  VOL.10"|"Saude"|"Atencao Basica"|"Transferencias e Convenios Federais - Vinculados"|"Bloco 04 - Atencao Basica"|"3.3.90.30.00-Material de Consumo"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2234-Piso de Atencao Basica Variavel - Pab"|"Pregao Presencial"|21296.00|0.00|21296.00|21296.00|21296.00
"00002-01"|"G00033/2015"|"Sorodiesel Retif.motores Bombas e Pecas Ltda <br>(47.807.375/0001-21)"|"04/01/2016"|"CPL 33/2015 SERV.VEICULO P-883 SAMU VOLUME 03"|"Saude"|"Atencao Basica"|"Transferencias e Convenios Federais - Vinculados"|"Bloco 02 - Media e Alta Complexidade Amb. e Hospit"|"3.3.90.39.00-Outros Servicos de Terceiros - Pessoa Juridica"|"Secr.da Saude"|"Fortalecimento da Atencao Primaria a Saude"|"2261-Acoes de Assistencia - Urgencia e Emergencia Movel"|"Pregao Presencial"|3338.00|0.00|3338.00|3338.00|3338.00
"00002-01"|"G00576/2017"|"<b>Indmed Distr.medicamentos/prod.hospitalares </b><br>Katia Cilene Dias Quaranta Dist.medicamentos <br>(24.614.797/0001-85)"|"02/01/2019"|"AQUIS.MEDICAMENTOS P/SES, CONF.FL.140 CPL 576/17  VOL.11"|"Saude"|"Atencao Basica"|"Transferencias e Convenios Estaduais - Vinculados"|"Municipalizacao da Saudeè"|"3.3.90.30.00-Material de Consumo"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2243-2107-DOSE Certa"|"Pregao Presencial"|3115.00|0.00|3115.00|3115.00|3115.00
"00003-01"|"G00657/2017"|"Comercial Cirurgica Rioclarense Ltda <br>(67.729.178/0004-91)"|"02/01/2019"|"AQUIS.MEDICAMENTOS P/SES, CONF.FL.141 CPL 657/17  VOL.06"|"Saude"|"Atencao Basica"|"Tesouro"|"Atencao Basica"|"3.3.90.30.00-Material de Consumo"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2246-2113-INOVACAO e Conservacao"|"Pregao Presencial"|8400.00|0.00|8400.00|8400.00|8400.00
"00004-01"|"E00288/2018"|"Ativa Comercial Hospitalar Ltda <br>(04.274.988/0002-19)"|"02/01/2019"|"AQUIS.MEDICAMENTOS P/SES, CONF.FL.28 CPL 288/18  VOL.05"|"Saude"|"Suporte Profilatico e Terapeutico"|"Transferencias e Convenios Federais - Vinculados"|"Bloco 01 - Assistencia Farmaceutica"|"3.3.90.30.00-Material de Consumo"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2230-Promocao da Assistencia Farmaceutica e Insumos Est Rategicos na Atencao Basica em Saude"|"Pregao Eletronico"|1500.00|0.00|1500.00|1500.00|1500.00
"00007-01"|"S00592/2017"|"Casa Grande Prest.de Serv.e Construcoes Ltda <br>(05.592.745/0001-00)"|"02/01/2018"|"REGULARIZ.NE 18268/17-CPL 592/17-SERV.LI MPEZA HOSPITALAR P/UBS S,UNID.URG.EMERG."|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Tesouro"|"Atencao Media Alta Comp Ambulatorial Hospitalar"|"3.3.90.39.00-Outros Servicos de Terceiros - Pessoa Juridica"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2093-Teto Municipal de Media e Alta Complexidade Ambula Torial - Santa Casa"|"Dispensa de Licitacao"|543075.50|-543075.50|0.00|0.00|0.00
"00009-01"|"G00911/2017"|"<b>Soma/sp </b><br>Soma/sp Produtos Hospitalares Ltda <br>(05.847.630/0001-10)"|"02/01/2019"|"(R.SAUDE/FARM.BASICA)FORN.MEDICAMENTOS VOL.08 PAG.131/132"|"Saude"|"Suporte Profilatico e Terapeutico"|"Transferencias e Convenios Federais - Vinculados"|"Bloco 01 - Assistencia Farmaceutica"|"3.3.90.30.00-Material de Consumo"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2230-Promocao da Assistencia Farmaceutica e Insumos Est Rategicos na Atencao Basica em Saude"|"Pregao Presencial"|1718.00|0.00|1718.00|1718.00|1718.00
"00010-01"|"C00879/2018"|"Tt Tech Com.e Assist.tec.de Equip.odont.ltda <br>(09.599.701/0001-63)"|"02/01/2019"|"(UPH/PA)ADITIVO MANUTENCAO VALVULAS UPH ZONA NORTE FLS.152"|"Saude"|"Atencao Basica"|"Tesouro"|"Atencao Basica"|"3.3.90.39.00-Outros Servicos de Terceiros - Pessoa Juridica"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2246-2113-INOVACAO e Conservacao"|"Convite"|3500.00|0.00|3500.00|0.00|0.00
"00010-01"|"C00879/2018"|"Tt Tech Com.e Assist.tec.de Equip.odont.ltda <br>(09.599.701/0001-63)"|"25/04/2019"|"(UPH/PA)ADITIVO MANUTENCAO VALVULAS UPH ZONA NORTE FLS.152"|"Saude"|"Atencao Basica"|"Tesouro"|"Atencao Basica"|"3.3.90.39.00-Outros Servicos de Terceiros - Pessoa Juridica"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2246-2113-INOVACAO e Conservacao"|"Convite"|0.00|-3500.00|-3500.00|0.00|0.00
"00011-01"|"E01727/2014"|"Emporio Hospit.com.prod.cirurg.hosp.ltda-epp <br>(04.106.730/0001-22)"|"04/01/2016"|"CPL 1727/14 C 277/15 - SUPLEMENTO REDE VOLUME 04 - REEMPENHO"|"Saude"|"Atencao Basica"|"Transferencias e Convenios Federais - Vinculados"|"Bloco 04 - Atencao Basica"|"3.3.90.30.00-Material de Consumo"|"Secr.da Saude"|"Fortalecimento da Atencao Primaria a Saude"|"2083-Acoes de Assistencia a Atencao Basica"|"Pregao Eletronico"|15120.00|0.00|15120.00|15120.00|15120.00
"00011-01"|"S00906/2018"|"Ecostorage Servicos Ltda <br>(11.569.695/0001-43)"|"02/01/2019"|"SERV.CADASTRAMENTO DE DOCUMENTOS DA SAUD E MENTAL DO ARQUIVO CPL 906/18  FL.88"|"Saude"|"Atencao Basica"|"Tesouro"|"Atencao Basica"|"3.3.90.39.00-Outros Servicos de Terceiros - Pessoa Juridica"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2246-2113-INOVACAO e Conservacao"|"Dispensa de Licitacao"|13000.00|0.00|13000.00|13000.00|13000.00
"00013-01"|"G00576/2017"|"Ciamed Distribuidora de Medicamentos Ltda <br>(05.782.733/0001-49)"|"02/01/2019"|"(R.SAUDE)MEDICAMENTOS FARMACIA BASICA E DOSE CERTA VOL.012 PG.87"|"Saude"|"Atencao Basica"|"Transferencias e Convenios Estaduais - Vinculados"|"Municipalizacao da Saudeè"|"3.3.90.30.00-Material de Consumo"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2243-2107-DOSE Certa"|"Pregao Presencial"|17680.00|0.00|17680.00|17680.00|17680.00
"00014-01"|"G00218/2012"|"Calvo Comercial Imp.e Exp. Ltda <br>(00.640.071/0001-59)"|"02/01/2018"|"REGULARIZ.NE 14524/17-CPL 218/12 V.09 FO RNEC.CESTAS BASICAS SES"|"Saude"|"Atencao Basica"|"Tesouro"|"Atencao Basica"|"3.3.90.30.00-Material de Consumo"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2113-Inovacao e Conservacao"|"Pregao Presencial"|365755.49|0.00|365755.49|365755.49|365755.49
"00014-01"|"G00911/2017"|"Interlab Farmaceutica Ltda <br>(43.295.831/0001-40)"|"02/01/2019"|"(R.SAUDE)MEDICAMENTOS ITENS NAO FARMACIA BASICA VOL.007 PG.47"|"Saude"|"Atencao Basica"|"Tesouro"|"Atencao Basica"|"3.3.90.30.00-Material de Consumo"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2246-2113-INOVACAO e Conservacao"|"Pregao Presencial"|68.00|0.00|68.00|67.32|67.32
"00014-01"|"G00911/2017"|"Interlab Farmaceutica Ltda <br>(43.295.831/0001-40)"|"18/12/2019"|"(R.SAUDE)MEDICAMENTOS ITENS NAO FARMACIA BASICA VOL.007 PG.47"|"Saude"|"Atencao Basica"|"Tesouro"|"Atencao Basica"|"3.3.90.30.00-Material de Consumo"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2246-2113-INOVACAO e Conservacao"|"Pregao Presencial"|0.00|-0.68|-0.68|0.00|0.00
"00014-01"|"O00000/2017"|"Saae-servico Autonomo de Agua e Esgoto <br>(71.480.560/0001-39)"|"02/01/2017"|"ESTIMATIVA DE TARIFAS DE AGUA E ESGOTO"|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Tesouro"|"Saude - Geral"|"3.3.90.39.00-Outros Servicos de Terceiros - Pessoa Juridica"|"Secr.da Saude"|"Fortalecimento da Atencao Primaria a Saude"|"2089-Modernizacao e Manutencao da Gestao"|"Outros"|320000.00|0.00|320000.00|320000.00|320000.00
"00016-01"|"G00911/2017"|"Futura Com.de Prod.medicos Hospit.ltda Me <br>(08.231.734/0001-93)"|"02/01/2019"|"(R.SAUDE)MEDICAMENTOS ITENS FARMACIA BAS ICA VOL.009 PG.69"|"Saude"|"Suporte Profilatico e Terapeutico"|"Transferencias e Convenios Federais - Vinculados"|"Bloco 01 - Assistencia Farmaceutica"|"3.3.90.30.00-Material de Consumo"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2230-Promocao da Assistencia Farmaceutica e Insumos Est Rategicos na Atencao Basica em Saude"|"Pregao Presencial"|3621.00|0.00|3621.00|3621.00|3621.00
"00017-01"|"E00234/2018"|"Ativa Comercial Hospitalar Ltda <br>(04.274.988/0002-19)"|"02/01/2019"|"(R.SAUDE/N.FARM.BASICA)FORN.MEDICAMENTOS VOL.02 PAG.35/36"|"Saude"|"Atencao Basica"|"Tesouro"|"Atencao Basica"|"3.3.90.30.00-Material de Consumo"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2246-2113-INOVACAO e Conservacao"|"Pregao Eletronico"|6660.00|0.00|6660.00|6660.00|6660.00
"00018-01"|"G00917/2017"|"Dupatri Hospitalar Comercio Import.expor.ltda <br>(04.027.894/0003-26)"|"02/01/2019"|"(R.SAUDE/N.FARM.BASICA)FORN.MEDICAMENTOS VOL.05 PAG.56/57"|"Saude"|"Atencao Basica"|"Tesouro"|"Atencao Basica"|"3.3.90.30.00-Material de Consumo"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2246-2113-INOVACAO e Conservacao"|"Pregao Presencial"|1380.00|0.00|1380.00|1380.00|1380.00
"00019-01"|"G00917/2017"|"Inovamed Comercio de Medicamentos Ltda <br>(12.889.035/0001-02)"|"02/01/2019"|"AQUIS.MEDICAMENTOS P/SES CPL 917/17  VOL.08  FLS.128,129,133"|"Saude"|"Atencao Basica"|"Tesouro"|"Atencao Basica"|"3.3.90.30.00-Material de Consumo"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2246-2113-INOVACAO e Conservacao"|"Pregao Presencial"|660.00|0.00|660.00|660.00|660.00
"00020-01"|"E00382/2013"|"Mult Med Equipamentos Hospitalares Ltda <br>(62.334.156/0001-66)"|"04/01/2016"|"CPL 382/13 C 339/13 PRORR.MANUTENCAO EQU IPAMENTO MAIOR COMPLEX. VOL.02-REEMPENHO"|"Saude"|"Atencao Basica"|"Transferencias e Convenios Federais - Vinculados"|"Bloco 04 - Atencao Basica"|"3.3.90.39.00-Outros Servicos de Terceiros - Pessoa Juridica"|"Secr.da Saude"|"Fortalecimento da Atencao Primaria a Saude"|"2083-Acoes de Assistencia a Atencao Basica"|"Pregao Eletronico"|16077.56|0.00|16077.56|16077.56|16077.56
"00020-01"|"S00856/2018"|"<b>Medimport Comercio de Produtos Hospitalares </b><br>Medimport Com de Produtos Hospitalares Eireli <br>(03.434.334/0001-61)"|"02/01/2019"|"AQUIS.FRALDA DESCARTAVEL INFANTIL P/SES CPL 856/18 FL.96"|"Saude"|"Atencao Basica"|"Tesouro"|"Atencao Basica"|"3.3.90.30.00-Material de Consumo"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2246-2113-INOVACAO e Conservacao"|"Dispensa de Licitacao"|1274.40|0.00|1274.40|1274.40|1274.40
"00021-01"|"E00474/2018"|"Cirurgica Uniao Ltda <br>(04.063.331/0001-21)"|"02/01/2019"|"AQUIS.CATETERES LUBRIF.FEMININOS P/SES CPL 474/18  VOL.02  FL.26"|"Saude"|"Atencao Basica"|"Transferencias e Convenios Federais - Vinculados"|"Bloco 04 - Atencao Basica"|"3.3.90.30.00-Material de Consumo"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2234-Piso de Atencao Basica Variavel - Pab"|"Pregao Eletronico"|21840.00|0.00|21840.00|21840.00|21840.00
"00021-01"|"S00592/2017"|"Casa Grande Prest.de Serv.e Construcoes Ltda <br>(05.592.745/0001-00)"|"02/01/2018"|"REGULARIZ.NE 18268/17-CPL 592/17 SERV.LI MPEZA HOSPITALAR UBS E UNID.URG.EMERG"|"Saude"|"Atencao Basica"|"Tesouro"|"Atencao Basica"|"3.3.90.39.00-Outros Servicos de Terceiros - Pessoa Juridica"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2113-Inovacao e Conservacao"|"Dispensa de Licitacao"|543075.50|0.00|543075.50|543075.50|543075.50
"00022-01"|"E00299/2018"|"<b>Soma/sp </b><br>Soma/sp Produtos Hospitalares Ltda <br>(05.847.630/0001-10)"|"02/01/2019"|"(R.SAUDE/F.BASICA/D.CERTA)MEDICAMENTOS VOL.04 PAG.34/35"|"Saude"|"Atencao Basica"|"Transferencias e Convenios Federais - Vinculados"|"Bloco 04 - Atencao Basica"|"3.3.90.30.00-Material de Consumo"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2234-Piso de Atencao Basica Variavel - Pab"|"Pregao Eletronico"|19500.00|0.00|19500.00|19500.00|19500.00
"00022-01"|"G00884/2014"|"Emporio Hospit.com.prod.cirurg.hosp.ltda-epp <br>(04.106.730/0001-22)"|"04/01/2016"|"CPL 884/14 C 685/14 - SUPLEMENTO REDE VOLUME 01 - REEMEPNHO"|"Saude"|"Atencao Basica"|"Transferencias e Convenios Federais - Vinculados"|"Bloco 04 - Atencao Basica"|"3.3.90.30.00-Material de Consumo"|"Secr.da Saude"|"Fortalecimento da Atencao Primaria a Saude"|"2083-Acoes de Assistencia a Atencao Basica"|"Pregao Presencial"|18560.80|0.00|18560.80|17526.00|17526.00
"00022-01"|"G00884/2014"|"Emporio Hospit.com.prod.cirurg.hosp.ltda-epp <br>(04.106.730/0001-22)"|"11/10/2016"|"CPL 884/14 C 685/14 - SUPLEMENTO REDE VOLUME 01 - REEMEPNHO"|"Saude"|"Atencao Basica"|"Transferencias e Convenios Federais - Vinculados"|"Bloco 04 - Atencao Basica"|"3.3.90.30.00-Material de Consumo"|"Secr.da Saude"|"Fortalecimento da Atencao Primaria a Saude"|"2083-Acoes de Assistencia a Atencao Basica"|"Pregao Presencial"|0.00|-1034.80|-1034.80|0.00|0.00
"00023-01"|"E00288/2018"|"<b>Soma/sp </b><br>Soma/sp Produtos Hospitalares Ltda <br>(05.847.630/0001-10)"|"02/01/2019"|"AQUIS.MEDICAMENTOS P/SES CPL 288/18  VOL.09  FL.42"|"Saude"|"Suporte Profilatico e Terapeutico"|"Transferencias e Convenios Federais - Vinculados"|"Bloco 01 - Assistencia Farmaceutica"|"3.3.90.30.00-Material de Consumo"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2230-Promocao da Assistencia Farmaceutica e Insumos Est Rategicos na Atencao Basica em Saude"|"Pregao Eletronico"|600.00|0.00|600.00|600.00|600.00
"00024-01"|"G00911/2017"|"Nds Distribuidora de Medicamentos Ltda <br>(11.034.934/0001-60)"|"02/01/2019"|"(R.SAUDE/FARM.BASICA)FORN.MEDICAMENTOS VOL.12"|"Saude"|"Atencao Basica"|"Transferencias e Convenios Federais - Vinculados"|"Bloco 04 - Atencao Basica"|"3.3.90.30.00-Material de Consumo"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2234-Piso de Atencao Basica Variavel - Pab"|"Pregao Presencial"|7240.00|0.00|7240.00|7240.00|7240.00
"00026-01"|"E01727/2014"|"Bruthan Comercial Ltda <br>(02.625.813/0001-00)"|"04/01/2016"|"CPL 1727/14 C 510/15 SUPLEMENTO MJ-VOL.6 - REEMPENHO"|"Saude"|"Atencao Basica"|"Transferencias e Convenios Federais - Vinculados"|"Bloco 04 - Atencao Basica"|"3.3.90.30.00-Material de Consumo"|"Secr.da Saude"|"Fortalecimento da Atencao Primaria a Saude"|"2083-Acoes de Assistencia a Atencao Basica"|"Pregao Eletronico"|19656.00|0.00|19656.00|19656.00|19656.00
"00026-01"|"G00656/2017"|"<b>Soma/sp </b><br>Soma/sp Produtos Hospitalares Ltda <br>(05.847.630/0001-10)"|"02/01/2019"|"(R.SAUDE/F.BASICA/D.CERTA)MEDICAMENTOS VOL.11"|"Saude"|"Atencao Basica"|"Transferencias e Convenios Estaduais - Vinculados"|"Municipalizacao da Saudeè"|"3.3.90.30.00-Material de Consumo"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2244-2109-ATENCAO Basica Estadual"|"Pregao Presencial"|4900.00|0.00|4900.00|4900.00|4900.00
"00027-01"|"G00707/2016"|"Valinpharma Comercio e Representacoes Ltda <br>(01.857.076/0001-09)"|"02/01/2019"|"(R.SAUDE)MEDICAMENTO NAO FARMACIA BASICA VOL.006 PG. 52"|"Saude"|"Atencao Basica"|"Tesouro"|"Atencao Basica"|"3.3.90.30.00-Material de Consumo"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2246-2113-INOVACAO e Conservacao"|"Pregao Presencial"|141.00|0.00|141.00|141.00|141.00
"00028-01"|"G00916/2017"|"Nds Distribuidora de Medicamentos Ltda <br>(11.034.934/0001-60)"|"02/01/2019"|"(R.SAUDE)MEDICAMENTOS FARMACIA BASICA E DOSE CERTA VOL.003 PG.108"|"Saude"|"Atencao Basica"|"Transferencias e Convenios Estaduais - Vinculados"|"Municipalizacao da Saudeè"|"3.3.90.30.00-Material de Consumo"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2243-2107-DOSE Certa"|"Pregao Presencial"|8052.40|0.00|8052.40|8052.40|8052.40
"00028-01"|"I02238/2013"|"Vivver Sistemas Ltda <br>(03.381.389/0001-50)"|"04/01/2016"|"CONTR.182/14 SUPORTE TEC.DO SISTEMA SIS( PRORROG.CONTRATO)CPL 2238/13 - REEMPENHO"|"Saude"|"Atencao Basica"|"Transferencias e Convenios Federais - Vinculados"|"Bloco 04 - Atencao Basica"|"3.3.90.39.00-Outros Servicos de Terceiros - Pessoa Juridica"|"Secr.da Saude"|"Fortalecimento da Atencao Primaria a Saude"|"2083-Acoes de Assistencia a Atencao Basica"|"Inexigibilidade"|20529.42|0.00|20529.42|20529.42|20529.42
"00029-01"|"E00234/2018"|"Ciamed Distribuidora de Medicamentos Ltda <br>(05.782.733/0001-49)"|"02/01/2019"|"(R.SAUDE/N.FARM.BASICA)FORN.MEDICAMENTOS VOL.03 PAG.65/66"|"Saude"|"Atencao Basica"|"Tesouro"|"Atencao Basica"|"3.3.90.30.00-Material de Consumo"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2246-2113-INOVACAO e Conservacao"|"Pregao Eletronico"|208864.00|0.00|208864.00|208864.00|208864.00
"00030-01"|"E00299/2018"|"Inovamed Comercio de Medicamentos Ltda <br>(12.889.035/0001-02)"|"02/01/2019"|"(R.SAUDE/F.BASICA/D.CERTA)MEDICAMENTOS VOL.05 PAG.38"|"Saude"|"Atencao Basica"|"Transferencias e Convenios Estaduais - Vinculados"|"Municipalizacao da Saudeè"|"3.3.90.30.00-Material de Consumo"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2244-2109-ATENCAO Basica Estadual"|"Pregao Eletronico"|3326.40|0.00|3326.40|3321.60|3321.60
"00030-01"|"E00299/2018"|"Inovamed Comercio de Medicamentos Ltda <br>(12.889.035/0001-02)"|"31/12/2019"|"(R.SAUDE/F.BASICA/D.CERTA)MEDICAMENTOS VOL.05 PAG.38"|"Saude"|"Atencao Basica"|"Transferencias e Convenios Estaduais - Vinculados"|"Municipalizacao da Saudeè"|"3.3.90.30.00-Material de Consumo"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2244-2109-ATENCAO Basica Estadual"|"Pregao Eletronico"|0.00|-4.80|-4.80|0.00|0.00
"00030-01"|"O00000/2017"|"Companhia Piratininga de Forca e Luz <br>(04.172.213/0001-51)"|"02/01/2017"|"ESTIMATIVA DE CONSUMO ENERGIA ELETRICA"|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Tesouro"|"Saude - Geral"|"3.3.90.39.00-Outros Servicos de Terceiros - Pessoa Juridica"|"Secr.da Saude"|"Fortalecimento da Atencao Primaria a Saude"|"2089-Modernizacao e Manutencao da Gestao"|"Outros"|1330000.00|0.00|1330000.00|1044483.78|1044483.78
"00030-01"|"O00000/2017"|"Companhia Piratininga de Forca e Luz <br>(04.172.213/0001-51)"|"03/10/2017"|"ESTIMATIVA DE CONSUMO ENERGIA ELETRICA"|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Tesouro"|"Saude - Geral"|"3.3.90.39.00-Outros Servicos de Terceiros - Pessoa Juridica"|"Secr.da Saude"|"Fortalecimento da Atencao Primaria a Saude"|"2089-Modernizacao e Manutencao da Gestao"|"Outros"|0.00|-61800.00|-61800.00|0.00|0.00
"00030-01"|"O00000/2017"|"Companhia Piratininga de Forca e Luz <br>(04.172.213/0001-51)"|"04/10/2017"|"ESTIMATIVA DE CONSUMO ENERGIA ELETRICA"|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Tesouro"|"Saude - Geral"|"3.3.90.39.00-Outros Servicos de Terceiros - Pessoa Juridica"|"Secr.da Saude"|"Fortalecimento da Atencao Primaria a Saude"|"2089-Modernizacao e Manutencao da Gestao"|"Outros"|0.00|-1000.00|-1000.00|0.00|0.00
"00030-01"|"O00000/2017"|"Companhia Piratininga de Forca e Luz <br>(04.172.213/0001-51)"|"18/09/2017"|"ESTIMATIVA DE CONSUMO ENERGIA ELETRICA"|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Tesouro"|"Saude - Geral"|"3.3.90.39.00-Outros Servicos de Terceiros - Pessoa Juridica"|"Secr.da Saude"|"Fortalecimento da Atencao Primaria a Saude"|"2089-Modernizacao e Manutencao da Gestao"|"Outros"|0.00|-55000.00|-55000.00|0.00|0.00
"00030-01"|"O00000/2017"|"Companhia Piratininga de Forca e Luz <br>(04.172.213/0001-51)"|"29/12/2017"|"ESTIMATIVA DE CONSUMO ENERGIA ELETRICA"|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Tesouro"|"Saude - Geral"|"3.3.90.39.00-Outros Servicos de Terceiros - Pessoa Juridica"|"Secr.da Saude"|"Fortalecimento da Atencao Primaria a Saude"|"2089-Modernizacao e Manutencao da Gestao"|"Outros"|0.00|-167716.22|-167716.22|0.00|0.00
"00031-01"|"E00232/2018"|"<b>Drogafonte </b><br>Drogafonte Ltda <br>(08.778.201/0001-26)"|"02/01/2019"|"(R.SAUDE/N.FARM.BASICA)FORN.MEDICAMENTOS VOL.04"|"Saude"|"Atencao Basica"|"Tesouro"|"Atencao Basica"|"3.3.90.30.00-Material de Consumo"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2246-2113-INOVACAO e Conservacao"|"Pregao Eletronico"|3072.24|0.00|3072.24|3072.24|3072.24
"00031-01"|"O00000/2016"|"Claudinei Leite Camargo <br>(212.590.728-35)"|"04/01/2016"|"ADIANTAMENTO- SES/SAMU 192"|"Saude"|"Assistencia Hospitalar e Ambulatorial"|"Tesouro"|"Saude - Geral"|"3.3.90.39.00-Outros Servicos de Terceiros - Pessoa Juridica"|"Secr.da Saude"|"Fortalecimento da Atencao Primaria a Saude"|"2089-Modernizacao e Manutencao da Gestao"|"Outros"|3750.00|0.00|3750.00|3750.00|3750.00
"00032-01"|"E00232/2018"|"Ativa Comercial Hospitalar Ltda <br>(04.274.988/0002-19)"|"02/01/2019"|"(R.SAUDE/N.FARM.BASICA)FORN.MEDICAMENTOS VOL.02 41/42/43"|"Saude"|"Atencao Basica"|"Tesouro"|"Atencao Basica"|"3.3.90.30.00-Material de Consumo"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2246-2113-INOVACAO e Conservacao"|"Pregao Eletronico"|10800.00|0.00|10800.00|10800.00|10800.00
"00033-01"|"E01099/2017"|"<b>Laboratorio Cristalia </b><br>Cristalia Prod.quimicos Farmaceuticos Ltda <br>(44.734.671/0001-51)"|"02/01/2019"|"(R.SAUDE/N.FARM.BASICA)FORN.MEDICAMENTOS VOL.02 PAG.89/90"|"Saude"|"Atencao Basica"|"Tesouro"|"Atencao Basica"|"3.3.90.30.00-Material de Consumo"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2246-2113-INOVACAO e Conservacao"|"Pregao Eletronico"|213.00|0.00|213.00|213.00|213.00
"00033-01"|"E01272/2013"|"Odair Jose da Silva Comercio e Servicos <br>(08.982.540/0001-20)"|"04/01/2016"|"SERV.MANUT. PREVENTIVA E CORRETIVA EM EQ UIP.DAS UNIDADES DE SAUDE - REEMPENHO"|"Saude"|"Atencao Basica"|"Transferencias e Convenios Federais - Vinculados"|"Bloco 04 - Atencao Basica"|"3.3.90.39.00-Outros Servicos de Terceiros - Pessoa Juridica"|"Secr.da Saude"|"Fortalecimento da Atencao Primaria a Saude"|"2083-Acoes de Assistencia a Atencao Basica"|"Pregao Eletronico"|22230.00|0.00|22230.00|22230.00|22230.00
"00038-01"|"G00917/2017"|"Solumed Distrib.medic.e Prod.p/saude Ltda <br>(11.896.538/0001-42)"|"02/01/2019"|"(R.SAUDE)MEDICAMENTOS NAO FARMACIA BASIC A-VOL.006 PG.106/107/112"|"Saude"|"Suporte Profilatico e Terapeutico"|"Transferencias e Convenios Federais - Vinculados"|"Bloco 01 - Assistencia Farmaceutica"|"3.3.90.30.00-Material de Consumo"|"Secr.da Saude"|"Fortalecimento de Atencao a Saude"|"2230-Promocao da Assistencia Farmaceutica e Insumos Est Rategicos na Atencao Basica em Saude"|"Pregao Presencial"|2560.00|0.00|2560.00|2560.00|2560.00
